epochs,loss,seed,model_type,training_time
86,0.9503339231014252,1,Diffusion,2.4290924072265625
87,0.9952925145626068,1,Diffusion,2.3705129623413086
88,0.9018192887306213,1,Diffusion,2.440375804901123
89,0.9044584035873413,1,Diffusion,2.381648063659668
90,0.9384449422359467,1,Diffusion,2.4006242752075195
91,0.9298222959041595,1,Diffusion,2.3983845710754395
92,0.8728170990943909,1,Diffusion,2.388373613357544
93,0.9130300283432007,1,Diffusion,2.468134880065918
94,0.9490142464637756,1,Diffusion,2.419971466064453
95,1.1362245380878448,1,Diffusion,2.4313580989837646
96,0.8709272146224976,1,Diffusion,2.42100191116333
97,0.9705594480037689,1,Diffusion,2.4717936515808105
98,0.9890841543674469,1,Diffusion,2.472935199737549
99,1.0067278146743774,1,Diffusion,2.483114242553711
100,0.9117689728736877,1,Diffusion,2.449434995651245
101,0.9782487452030182,1,Diffusion,2.4133708477020264
102,0.8787616789340973,1,Diffusion,2.3856570720672607
103,0.8283731937408447,1,Diffusion,2.429884195327759
104,0.8712746500968933,1,Diffusion,2.346435785293579
105,0.8297257125377655,1,Diffusion,2.394589900970459
106,0.8796424865722656,1,Diffusion,2.444355010986328
107,0.938340812921524,1,Diffusion,2.4907279014587402
108,0.8927525579929352,1,Diffusion,2.408088445663452
109,0.8351573944091797,1,Diffusion,2.3551158905029297
110,0.9804788827896118,1,Diffusion,2.429363489151001
111,0.9772444665431976,1,Diffusion,2.4429380893707275
112,0.9699029922485352,1,Diffusion,2.3702328205108643
113,0.8771003484725952,1,Diffusion,2.3822855949401855
114,0.9769598543643951,1,Diffusion,2.385178804397583
115,0.9134233891963959,1,Diffusion,2.45318603515625
116,1.0129326283931732,1,Diffusion,2.460102081298828
117,0.9538348019123077,1,Diffusion,2.4160726070404053
118,0.847640872001648,1,Diffusion,2.409778594970703
119,0.869426965713501,1,Diffusion,2.4476630687713623
120,0.8535953164100647,1,Diffusion,2.4777867794036865
121,0.8466522991657257,1,Diffusion,2.4766809940338135
122,0.7888312041759491,1,Diffusion,2.4793150424957275
123,0.7986870408058167,1,Diffusion,2.449045181274414
124,0.8530395925045013,1,Diffusion,2.456655502319336
125,0.8308559060096741,1,Diffusion,2.3685243129730225
126,0.8063294887542725,1,Diffusion,2.4033584594726562
127,0.9402664601802826,1,Diffusion,2.4426381587982178
128,0.8656091392040253,1,Diffusion,2.410789966583252
129,0.9391935169696808,1,Diffusion,2.431340217590332
130,0.8682438433170319,1,Diffusion,2.433351755142212
131,0.8015084564685822,1,Diffusion,2.3763556480407715
132,0.826647937297821,1,Diffusion,2.3996105194091797
133,0.8323538303375244,1,Diffusion,2.399169921875
134,0.8267384469509125,1,Diffusion,2.389636993408203
135,0.8116634786128998,1,Diffusion,2.4001247882843018
136,0.8238193988800049,1,Diffusion,2.3828299045562744
137,0.8587871789932251,1,Diffusion,2.4236648082733154
138,0.8185818493366241,1,Diffusion,2.416613817214966
139,0.9196134805679321,1,Diffusion,2.479623556137085
140,0.846523642539978,1,Diffusion,2.3831558227539062
141,0.8142849504947662,1,Diffusion,2.394047737121582
142,0.7749598920345306,1,Diffusion,2.4243736267089844
143,0.8027410507202148,1,Diffusion,2.358372449874878
144,0.7711089849472046,1,Diffusion,2.4307589530944824
145,0.765599399805069,1,Diffusion,2.4496161937713623
146,0.7695066630840302,1,Diffusion,2.443894147872925
147,0.7713214159011841,1,Diffusion,2.483659029006958
148,0.7572563886642456,1,Diffusion,2.472567558288574
149,0.880339652299881,1,Diffusion,2.405569076538086
150,0.7855581045150757,1,Diffusion,2.4514384269714355
151,0.7993711233139038,1,Diffusion,2.4809813499450684
152,0.7488608956336975,1,Diffusion,2.416297435760498
153,0.8716984987258911,1,Diffusion,2.420440673828125
154,0.7902645468711853,1,Diffusion,2.4211933612823486
155,0.7624213099479675,1,Diffusion,2.4017605781555176
156,0.7353207170963287,1,Diffusion,2.414266586303711
157,0.7829680442810059,1,Diffusion,2.3350307941436768
158,0.7897981703281403,1,Diffusion,2.422386407852173
159,0.8064064979553223,1,Diffusion,2.4037363529205322
160,0.7812532186508179,1,Diffusion,2.397594690322876
161,0.846969485282898,1,Diffusion,2.4294052124023438
162,0.8714546859264374,1,Diffusion,2.3906378746032715
163,0.8019641041755676,1,Diffusion,2.4067165851593018
164,0.7632904648780823,1,Diffusion,2.4054009914398193
165,0.7916347682476044,1,Diffusion,2.4282660484313965
166,0.8071388602256775,1,Diffusion,2.423203945159912
167,0.7754993140697479,1,Diffusion,2.469327926635742
168,0.737915962934494,1,Diffusion,2.41121768951416
169,0.7581399083137512,1,Diffusion,2.4312779903411865
170,0.8745772242546082,1,Diffusion,2.439847469329834
171,0.7848392426967621,1,Diffusion,2.406146287918091
172,0.8001395463943481,1,Diffusion,2.4414315223693848
173,0.8288184106349945,1,Diffusion,2.464733362197876
174,0.8210360407829285,1,Diffusion,2.4363784790039062
175,0.7681363821029663,1,Diffusion,2.39089298248291
176,0.7991329431533813,1,Diffusion,2.418140411376953
177,0.8660217523574829,1,Diffusion,2.3995494842529297
178,0.7754289507865906,1,Diffusion,2.4578919410705566
179,0.7978799939155579,1,Diffusion,2.4898550510406494
180,0.798007071018219,1,Diffusion,2.432288646697998
181,0.8141332268714905,1,Diffusion,2.452864646911621
182,0.7839019000530243,1,Diffusion,2.4134676456451416
183,0.763177901506424,1,Diffusion,2.4295711517333984
184,0.7816298305988312,1,Diffusion,2.3733458518981934
185,0.8312993943691254,1,Diffusion,2.3823537826538086
186,0.7571013569831848,1,Diffusion,2.3748183250427246
187,0.7638024389743805,1,Diffusion,2.44806170463562
188,0.7366609573364258,1,Diffusion,2.3842217922210693
189,0.7413794100284576,1,Diffusion,2.3865444660186768
190,0.7048483490943909,1,Diffusion,2.4133219718933105
191,0.7912069857120514,1,Diffusion,2.398442029953003
192,0.7383652329444885,1,Diffusion,2.361135959625244
193,0.7217563390731812,1,Diffusion,2.3468079566955566
194,0.7126810848712921,1,Diffusion,2.426687717437744
195,0.712003767490387,1,Diffusion,2.404588460922241
196,0.9633956849575043,1,Diffusion,2.413267135620117
197,0.7570907175540924,1,Diffusion,2.4044859409332275
198,0.7460741102695465,1,Diffusion,2.4511916637420654
199,0.7802196145057678,1,Diffusion,2.4337289333343506
200,0.739783525466919,1,Diffusion,2.395237922668457
201,0.7680710256099701,1,Diffusion,2.436009168624878
202,0.7279199659824371,1,Diffusion,2.453763961791992
203,0.7094683647155762,1,Diffusion,2.4570021629333496
204,0.7173363268375397,1,Diffusion,2.4432637691497803
205,0.6944736242294312,1,Diffusion,2.459153413772583
206,0.7477089762687683,1,Diffusion,2.3645334243774414
207,0.7172475159168243,1,Diffusion,2.417782783508301
208,0.7013225555419922,1,Diffusion,2.3715097904205322
209,0.7155108749866486,1,Diffusion,2.3745388984680176
210,0.6913059651851654,1,Diffusion,2.396106481552124
211,0.7032251060009003,1,Diffusion,2.3940460681915283
212,0.7236416041851044,1,Diffusion,2.393129587173462
213,0.7008676826953888,1,Diffusion,2.400888442993164
214,0.7000977993011475,1,Diffusion,2.3185079097747803
215,0.725037544965744,1,Diffusion,2.4220094680786133
216,0.7501656413078308,1,Diffusion,2.413952350616455
217,0.7114263474941254,1,Diffusion,2.4031529426574707
218,0.7153752148151398,1,Diffusion,2.342644691467285
219,0.7046695649623871,1,Diffusion,2.3759546279907227
220,0.7164683640003204,1,Diffusion,2.434765338897705
221,0.6676166355609894,1,Diffusion,2.3583531379699707
222,0.7088885009288788,1,Diffusion,2.3396658897399902
223,0.7206414341926575,1,Diffusion,2.4163691997528076
224,0.6622308492660522,1,Diffusion,2.3708596229553223
225,0.721522331237793,1,Diffusion,2.4146804809570312
226,0.6604198515415192,1,Diffusion,2.3736958503723145
227,0.7319949865341187,1,Diffusion,2.419187068939209
228,0.6833075284957886,1,Diffusion,2.365480661392212
229,0.7225896120071411,1,Diffusion,2.392549514770508
230,0.6915878057479858,1,Diffusion,2.3932878971099854
231,0.7053329348564148,1,Diffusion,2.3769140243530273
232,0.6796754896640778,1,Diffusion,2.361060857772827
233,0.7161487936973572,1,Diffusion,2.3381059169769287
234,0.724162757396698,1,Diffusion,2.406777858734131
235,0.6800274848937988,1,Diffusion,2.425734758377075
236,0.6757026016712189,1,Diffusion,2.400641441345215
237,0.6688295304775238,1,Diffusion,2.3565125465393066
238,0.6952511966228485,1,Diffusion,2.3834569454193115
239,0.7428383827209473,1,Diffusion,2.3877551555633545
240,0.713627427816391,1,Diffusion,2.392381429672241
241,0.6668823063373566,1,Diffusion,2.3988122940063477
242,0.7045461237430573,1,Diffusion,2.38564133644104
243,0.682405024766922,1,Diffusion,2.3149218559265137
244,0.7214473783969879,1,Diffusion,2.400317907333374
245,0.7251225411891937,1,Diffusion,2.439114809036255
246,0.916672557592392,1,Diffusion,2.4114792346954346
247,0.789186030626297,1,Diffusion,2.438981294631958
248,0.7852169573307037,1,Diffusion,2.361133098602295
249,0.7764544486999512,1,Diffusion,2.3670713901519775
250,0.7675138413906097,1,Diffusion,2.335005283355713
251,0.7305130660533905,1,Diffusion,2.372253894805908
252,0.7548365592956543,1,Diffusion,2.3334503173828125
253,0.771880030632019,1,Diffusion,2.3934521675109863
254,0.6860319972038269,1,Diffusion,2.4200856685638428
255,0.7640675008296967,1,Diffusion,2.463179111480713
256,0.752157062292099,1,Diffusion,2.4139397144317627
257,0.711103767156601,1,Diffusion,2.337475061416626
258,0.7716653347015381,1,Diffusion,2.4018490314483643
259,0.7073614597320557,1,Diffusion,2.3697237968444824
260,0.7253458201885223,1,Diffusion,2.3632469177246094
261,0.8685342371463776,1,Diffusion,2.389092206954956
262,0.7504409849643707,1,Diffusion,2.4115452766418457
263,0.7571523189544678,1,Diffusion,2.407472610473633
264,0.7564283311367035,1,Diffusion,2.429530620574951
265,0.7440979182720184,1,Diffusion,2.402324914932251
266,0.7144239544868469,1,Diffusion,2.387798309326172
267,0.7363063991069794,1,Diffusion,2.4077951908111572
268,0.712786853313446,1,Diffusion,2.416023015975952
269,0.6730757653713226,1,Diffusion,2.4385340213775635
270,0.6753832101821899,1,Diffusion,2.4466209411621094
271,0.6697683036327362,1,Diffusion,2.435534954071045
272,0.6690510511398315,1,Diffusion,2.3554601669311523
273,0.6704462170600891,1,Diffusion,2.397941827774048
274,0.6958674192428589,1,Diffusion,2.397144317626953
275,0.663072258234024,1,Diffusion,2.364638566970825
276,0.7266363799571991,1,Diffusion,2.4003520011901855
277,0.6718783676624298,1,Diffusion,2.399925708770752
278,0.6430937945842743,1,Diffusion,2.4482572078704834
279,0.6988466382026672,1,Diffusion,2.468113660812378
280,0.681029736995697,1,Diffusion,2.4523162841796875
281,0.6760098934173584,1,Diffusion,2.3749468326568604
282,0.6318996250629425,1,Diffusion,2.365156888961792
283,0.6802725493907928,1,Diffusion,2.465590238571167
284,0.651636153459549,1,Diffusion,2.4647581577301025
285,0.6410484313964844,1,Diffusion,2.3897693157196045
286,0.7971740663051605,1,Diffusion,2.3921761512756348
287,0.649291068315506,1,Diffusion,2.3424389362335205
288,0.7082604467868805,1,Diffusion,2.3685948848724365
289,0.7084645926952362,1,Diffusion,2.4377987384796143
290,0.7080786228179932,1,Diffusion,2.6337552070617676
291,0.7132096588611603,1,Diffusion,2.4457333087921143
292,0.6660266518592834,1,Diffusion,2.40144419670105
293,0.6868615448474884,1,Diffusion,2.4355382919311523
294,0.6667015850543976,1,Diffusion,2.4090404510498047
295,0.6706787347793579,1,Diffusion,2.4142038822174072
296,0.6488985419273376,1,Diffusion,2.461688756942749
297,0.9367411136627197,1,Diffusion,2.393371343612671
298,0.7462003529071808,1,Diffusion,2.4331448078155518
299,0.7042080760002136,1,Diffusion,2.3902676105499268
300,0.6921568214893341,1,Diffusion,2.4288547039031982
301,0.6810616850852966,1,Diffusion,2.4338958263397217
302,0.6955648362636566,1,Diffusion,2.399343490600586
303,0.7799756526947021,1,Diffusion,2.3552398681640625
304,0.6346636414527893,1,Diffusion,2.358612060546875
305,0.7263037264347076,1,Diffusion,2.4039077758789062
306,0.6862453818321228,1,Diffusion,2.3868908882141113
307,0.7024472653865814,1,Diffusion,2.39656400680542
308,0.672631025314331,1,Diffusion,2.398707151412964
309,0.679553896188736,1,Diffusion,2.3680973052978516
310,0.6502695679664612,1,Diffusion,2.3901052474975586
311,0.6591977477073669,1,Diffusion,2.381455659866333
312,0.7002852559089661,1,Diffusion,2.356283187866211
313,0.6838844418525696,1,Diffusion,2.374946117401123
314,0.6493859589099884,1,Diffusion,2.3565597534179688
315,0.6264960467815399,1,Diffusion,2.368894338607788
316,0.6705480515956879,1,Diffusion,2.412277936935425
317,0.6306948363780975,1,Diffusion,2.3752200603485107
318,0.6606286466121674,1,Diffusion,2.340502977371216
319,0.6031042337417603,1,Diffusion,2.4008352756500244
320,0.6727304458618164,1,Diffusion,2.343888521194458
321,0.6390430331230164,1,Diffusion,2.4322433471679688
322,0.617070883512497,1,Diffusion,2.3744494915008545
323,0.6335874795913696,1,Diffusion,2.370800018310547
324,0.6292529702186584,1,Diffusion,2.40549373626709
325,0.7800828218460083,1,Diffusion,2.3801279067993164
326,0.6414220631122589,1,Diffusion,2.381722927093506
327,0.6403625309467316,1,Diffusion,2.377664566040039
328,0.6549680233001709,1,Diffusion,2.315995693206787
329,0.6380568146705627,1,Diffusion,2.382218837738037
330,0.642964780330658,1,Diffusion,2.3963491916656494
331,0.6273966729640961,1,Diffusion,2.3187196254730225
332,0.6601248383522034,1,Diffusion,2.341553211212158
333,0.6899281740188599,1,Diffusion,2.3639495372772217
334,0.6602002680301666,1,Diffusion,2.387348175048828
335,0.6279045641422272,1,Diffusion,2.39839768409729
336,0.6388750076293945,1,Diffusion,2.369516372680664
337,0.6222569644451141,1,Diffusion,2.451707601547241
338,0.6047389507293701,1,Diffusion,2.4052958488464355
339,0.650896817445755,1,Diffusion,2.3491666316986084
340,0.6485199332237244,1,Diffusion,2.4500443935394287
341,0.6698310375213623,1,Diffusion,2.3554611206054688
342,0.6396200060844421,1,Diffusion,2.399444580078125
343,0.6138144433498383,1,Diffusion,2.420632839202881
344,0.6611038446426392,1,Diffusion,2.4264883995056152
345,0.5992690622806549,1,Diffusion,2.379220962524414
346,0.610256552696228,1,Diffusion,2.363112688064575
347,0.6559287011623383,1,Diffusion,2.421327590942383
348,0.5936039686203003,1,Diffusion,2.4219717979431152
349,0.618930995464325,1,Diffusion,2.4475576877593994
350,0.660013735294342,1,Diffusion,2.389988899230957
351,0.6276366114616394,1,Diffusion,2.403810501098633
352,0.6121790707111359,1,Diffusion,2.391788959503174
353,0.6040751039981842,1,Diffusion,2.4337100982666016
354,0.5903603434562683,1,Diffusion,2.407519578933716
355,0.5994820594787598,1,Diffusion,2.419855833053589
356,0.5884489417076111,1,Diffusion,2.4142401218414307
357,0.5837597548961639,1,Diffusion,2.368919849395752
358,0.6015052795410156,1,Diffusion,2.340040445327759
359,0.602760374546051,1,Diffusion,2.334930896759033
360,0.5948548913002014,1,Diffusion,2.3670434951782227
361,0.5529495477676392,1,Diffusion,2.363391876220703
362,0.5746615529060364,1,Diffusion,2.3611207008361816
363,0.620720624923706,1,Diffusion,2.366793155670166
364,0.5847471654415131,1,Diffusion,2.3773610591888428
365,0.5902048945426941,1,Diffusion,2.3645496368408203
366,0.6029498875141144,1,Diffusion,2.4304287433624268
367,0.7907474040985107,1,Diffusion,2.361325979232788
368,0.6773416996002197,1,Diffusion,2.332252264022827
369,0.7040977478027344,1,Diffusion,2.407715320587158
370,0.6935336589813232,1,Diffusion,2.380742073059082
371,0.7847937047481537,1,Diffusion,2.413670301437378
372,0.6467649936676025,1,Diffusion,2.3664021492004395
373,0.6310749351978302,1,Diffusion,2.4250829219818115
374,0.6291835010051727,1,Diffusion,2.424816608428955
375,0.6789555549621582,1,Diffusion,2.3786282539367676
376,0.6255119740962982,1,Diffusion,2.402956008911133
377,0.670553594827652,1,Diffusion,2.3154523372650146
378,0.631324052810669,1,Diffusion,2.379241704940796
379,0.6701489388942719,1,Diffusion,2.3869481086730957
380,0.6081914603710175,1,Diffusion,2.45798921585083
381,0.6163657009601593,1,Diffusion,2.3829827308654785
382,0.640011727809906,1,Diffusion,2.356611967086792
383,0.6096672713756561,1,Diffusion,2.3909096717834473
384,0.6796364784240723,1,Diffusion,2.3678526878356934
385,0.6379959285259247,1,Diffusion,2.371743679046631
386,0.5939469039440155,1,Diffusion,2.366563081741333
387,0.6632806062698364,1,Diffusion,2.400848388671875
388,0.5937506258487701,1,Diffusion,2.4090421199798584
389,0.6112560331821442,1,Diffusion,2.388521194458008
390,0.6119858920574188,1,Diffusion,2.3360602855682373
391,0.5662935674190521,1,Diffusion,2.4122366905212402
392,0.5844435393810272,1,Diffusion,2.398895502090454
393,0.5466906726360321,1,Diffusion,2.374290943145752
394,0.5903712511062622,1,Diffusion,2.359003782272339
395,0.563909649848938,1,Diffusion,2.390063524246216
396,0.5660470724105835,1,Diffusion,2.3733015060424805
397,0.5822466015815735,1,Diffusion,2.4254298210144043
398,0.5770703852176666,1,Diffusion,2.3526110649108887
399,0.5956817865371704,1,Diffusion,2.3578410148620605
400,0.569110780954361,1,Diffusion,2.3590168952941895
401,0.6390951573848724,1,Diffusion,2.440660238265991
402,0.6027183830738068,1,Diffusion,2.3328285217285156
403,0.609278529882431,1,Diffusion,2.367621898651123
404,0.6031926870346069,1,Diffusion,2.377167224884033
405,0.6368121206760406,1,Diffusion,2.3415069580078125
406,0.6662762761116028,1,Diffusion,2.345029354095459
407,0.6355466246604919,1,Diffusion,2.3358592987060547
408,0.5920262038707733,1,Diffusion,2.3529839515686035
409,0.5855330228805542,1,Diffusion,2.333134651184082
410,0.6189630627632141,1,Diffusion,2.3945767879486084
411,0.5906862020492554,1,Diffusion,2.440967321395874
412,0.6030390560626984,1,Diffusion,2.427504777908325
413,0.6706608533859253,1,Diffusion,2.35900616645813
414,0.5973283052444458,1,Diffusion,2.386857271194458
415,0.5970163941383362,1,Diffusion,2.385344982147217
416,0.6183066368103027,1,Diffusion,2.3204755783081055
417,0.6183757185935974,1,Diffusion,2.3763909339904785
418,0.5826177895069122,1,Diffusion,2.421949863433838
419,0.5827910006046295,1,Diffusion,2.4081249237060547
420,0.5809305310249329,1,Diffusion,2.3579468727111816
421,0.574531227350235,1,Diffusion,2.4169163703918457
422,0.5860186815261841,1,Diffusion,2.4154553413391113
423,0.5793270468711853,1,Diffusion,2.352388858795166
424,0.572631448507309,1,Diffusion,2.380154848098755
425,0.5627699792385101,1,Diffusion,2.4209988117218018
426,0.5520277917385101,1,Diffusion,2.3534648418426514
427,0.5685292482376099,1,Diffusion,2.362399101257324
428,0.5853966474533081,1,Diffusion,2.3607218265533447
429,0.5659696161746979,1,Diffusion,2.414821147918701
430,0.5446777045726776,1,Diffusion,2.3742330074310303
431,0.5814661681652069,1,Diffusion,2.406038999557495
432,0.5716098248958588,1,Diffusion,2.3950235843658447
433,0.5959309339523315,1,Diffusion,2.3795950412750244
434,0.5475730895996094,1,Diffusion,2.4156079292297363
435,0.551787257194519,1,Diffusion,2.4164109230041504
436,0.5946289300918579,1,Diffusion,2.4222543239593506
437,0.5573489367961884,1,Diffusion,2.3493380546569824
438,0.5613959729671478,1,Diffusion,2.396766424179077
439,0.5763605833053589,1,Diffusion,2.327094078063965
440,0.5444092750549316,1,Diffusion,2.381837844848633
441,0.5551368594169617,1,Diffusion,2.3503925800323486
442,0.5677841007709503,1,Diffusion,2.396230459213257
443,0.548227071762085,1,Diffusion,2.3698012828826904
444,0.5442990064620972,1,Diffusion,2.371772289276123
445,0.6006932854652405,1,Diffusion,2.338975429534912
446,0.5608359575271606,1,Diffusion,2.383732318878174
447,0.5492201149463654,1,Diffusion,2.3786165714263916
448,0.5218439400196075,1,Diffusion,2.3711979389190674
449,0.5829555690288544,1,Diffusion,2.3742222785949707
450,0.5843977928161621,1,Diffusion,2.3727188110351562
451,0.6611806750297546,1,Diffusion,2.3640387058258057
452,0.6032198667526245,1,Diffusion,2.4067983627319336
453,0.5602286159992218,1,Diffusion,2.3621182441711426
454,0.5806820690631866,1,Diffusion,2.407660722732544
455,0.5777799189090729,1,Diffusion,2.380539894104004
456,0.5942814946174622,1,Diffusion,2.440253734588623
457,0.5459312796592712,1,Diffusion,2.417924165725708
458,0.5693143606185913,1,Diffusion,2.3711869716644287
459,0.6071299314498901,1,Diffusion,2.4495575428009033
460,0.5604307353496552,1,Diffusion,2.420664072036743
461,0.5476368963718414,1,Diffusion,2.342660427093506
462,0.5376711189746857,1,Diffusion,2.368807554244995
463,0.5565986037254333,1,Diffusion,2.3736319541931152
464,0.5747076869010925,1,Diffusion,2.353731870651245
465,0.5385051667690277,1,Diffusion,2.4117472171783447
466,0.5735507309436798,1,Diffusion,2.3703815937042236
467,0.5954043865203857,1,Diffusion,2.3235065937042236
468,0.5688059329986572,1,Diffusion,2.361314535140991
469,0.5562404692173004,1,Diffusion,2.396313190460205
470,0.6177386045455933,1,Diffusion,2.3673975467681885
471,0.603834718465805,1,Diffusion,2.3948583602905273
472,0.5508463084697723,1,Diffusion,2.379998207092285
473,0.5876738727092743,1,Diffusion,2.3871326446533203
474,0.5566344261169434,1,Diffusion,2.3817543983459473
475,0.5390992760658264,1,Diffusion,2.398362398147583
476,0.5492192506790161,1,Diffusion,2.375854253768921
477,0.5611132383346558,1,Diffusion,2.378037691116333
478,0.5442092716693878,1,Diffusion,2.3548810482025146
479,0.5485020875930786,1,Diffusion,2.342750072479248
480,0.5413125455379486,1,Diffusion,2.420973300933838
481,0.5262388288974762,1,Diffusion,2.367767095565796
482,0.539800375699997,1,Diffusion,2.3735709190368652
483,0.5574410557746887,1,Diffusion,2.3339333534240723
484,0.5316159725189209,1,Diffusion,2.348799705505371
485,0.5619251728057861,1,Diffusion,2.328397750854492
486,0.586309164762497,1,Diffusion,2.3563928604125977
487,0.558676153421402,1,Diffusion,2.3363847732543945
488,0.5511198043823242,1,Diffusion,2.403022527694702
489,0.5748847723007202,1,Diffusion,2.3246655464172363
490,0.5410967171192169,1,Diffusion,2.393798351287842
491,0.529008150100708,1,Diffusion,2.4320874214172363
492,0.5516815483570099,1,Diffusion,2.36594295501709
493,0.5637627243995667,1,Diffusion,2.3671460151672363
494,0.5839852690696716,1,Diffusion,2.3614673614501953
495,0.5319018363952637,1,Diffusion,2.3474652767181396
496,0.6286718845367432,1,Diffusion,2.3388354778289795
497,0.5321525931358337,1,Diffusion,2.3778133392333984
498,0.5664331316947937,1,Diffusion,2.4094858169555664
499,0.5954953730106354,1,Diffusion,2.3527748584747314
500,0.5325684547424316,1,Diffusion,2.4047229290008545
501,0.5468244850635529,1,Diffusion,2.3613228797912598
502,0.5826242566108704,1,Diffusion,2.4386560916900635
503,0.5945904552936554,1,Diffusion,2.3718502521514893
504,0.5890115201473236,1,Diffusion,2.3692877292633057
505,0.5853435397148132,1,Diffusion,2.384521245956421
506,0.6118229031562805,1,Diffusion,2.3498806953430176
507,0.562097042798996,1,Diffusion,2.3816657066345215
508,0.5330020785331726,1,Diffusion,2.402503252029419
509,0.581091433763504,1,Diffusion,2.340893030166626
